player_sum,dealer_showing,soft,double_possible,split_possible,true_count,action
4,8,False,True,True,-7,stand
4,8,False,True,True,-6,stand
4,8,False,True,True,-5,double
4,8,False,True,True,-4,double
4,8,False,True,True,-3,double
4,8,False,True,True,-2,double
4,8,False,True,True,-1,double
4,8,False,True,True,0,double
4,8,False,True,True,1,double
4,8,False,True,True,2,double
4,8,False,True,True,3,double
4,8,False,True,True,4,double
4,8,False,True,True,5,double
4,8,False,True,True,6,split
4,8,False,True,True,7,stand
4,8,False,True,True,8,split
4,8,False,True,True,9,stand
4,8,False,True,True,10,split
4,8,False,True,True,11,stand
4,9,False,True,False,-3,draw
4,9,False,True,False,-1,draw
4,9,False,True,False,3,double
4,9,False,True,False,4,draw
4,9,False,True,False,5,stand
4,9,False,True,True,-10,double
4,9,False,True,True,-8,draw
4,9,False,True,True,-7,stand
4,9,False,True,True,-6,split
4,9,False,True,True,-5,double
4,9,False,True,True,-4,double
4,9,False,True,True,-3,double
4,9,False,True,True,-2,double
4,9,False,True,True,-1,double
4,9,False,True,True,0,double
4,9,False,True,True,1,double
4,9,False,True,True,2,double
4,9,False,True,True,3,double
4,9,False,True,True,4,double
4,9,False,True,True,5,stand
4,9,False,True,True,6,double
4,9,False,True,True,7,double
4,9,False,True,True,8,double
4,9,False,True,True,9,double
4,9,False,True,True,10,split
4,9,False,True,True,12,double
4,10,False,False,False,-3,stand
4,10,False,True,False,-8,draw
4,10,False,True,False,-7,draw
4,10,False,True,False,-6,stand
4,10,False,True,False,-2,stand
4,10,False,True,False,-1,stand
4,10,False,True,False,0,draw
4,10,False,True,False,1,draw
4,10,False,True,False,2,double
4,10,False,True,False,3,stand
4,10,False,True,False,4,stand
4,10,False,True,False,5,stand
4,10,False,True,False,6,draw
4,10,False,True,False,8,draw
4,10,False,True,True,-10,stand
4,10,False,True,True,-9,draw
4,10,False,True,True,-8,split
4,10,False,True,True,-7,stand
4,10,False,True,True,-6,double
4,10,False,True,True,-5,double
4,10,False,True,True,-4,double
4,10,False,True,True,-3,double
4,10,False,True,True,-2,double
4,10,False,True,True,-1,draw
4,10,False,True,True,0,double
4,10,False,True,True,1,double
4,10,False,True,True,2,draw
4,10,False,True,True,3,double
4,10,False,True,True,4,draw
4,10,False,True,True,5,draw
4,10,False,True,True,6,draw
4,10,False,True,True,7,draw
4,10,False,True,True,8,draw
4,10,False,True,True,9,stand
4,10,False,True,True,10,draw
4,10,False,True,True,11,double
4,10,False,True,True,12,stand
4,11,False,True,False,-3,draw
4,11,False,True,False,-1,stand
4,11,False,True,False,1,stand
4,11,False,True,False,4,stand
4,11,False,True,False,5,draw
4,11,False,True,True,-9,double
4,11,False,True,True,-8,stand
4,11,False,True,True,-7,draw
4,11,False,True,True,-6,draw
4,11,False,True,True,-5,double
4,11,False,True,True,-4,draw
4,11,False,True,True,-3,draw
4,11,False,True,True,-2,draw
4,11,False,True,True,-1,draw
4,11,False,True,True,0,draw
4,11,False,True,True,1,draw
4,11,False,True,True,2,draw
4,11,False,True,True,3,draw
4,11,False,True,True,4,draw
4,11,False,True,True,5,draw
4,11,False,True,True,6,draw
4,11,False,True,True,7,draw
4,11,False,True,True,8,draw
4,11,False,True,True,9,draw
4,11,False,True,True,11,stand
5,2,False,False,False,-2,stand
5,2,False,False,False,4,draw
5,2,False,True,False,-9,double
5,2,False,True,False,-8,draw
5,2,False,True,False,-7,draw
5,2,False,True,False,-6,draw
5,2,False,True,False,-5,stand
5,2,False,True,False,-4,double
5,2,False,True,False,-3,double
5,2,False,True,False,-2,double
5,2,False,True,False,-1,double
5,2,False,True,False,0,double
5,2,False,True,False,1,double
5,2,False,True,False,2,draw
5,2,False,True,False,3,double
5,2,False,True,False,4,double
5,2,False,True,False,5,double
5,2,False,True,False,6,double
5,2,False,True,False,7,double
5,2,False,True,False,8,draw
5,2,False,True,False,9,double
5,2,False,True,False,10,double
5,2,False,True,False,11,stand
5,2,False,True,False,12,draw
5,3,False,False,False,6,stand
5,3,False,True,False,-8,stand
5,3,False,True,False,-7,stand
5,3,False,True,False,-6,draw
5,3,False,True,False,-5,stand
5,3,False,True,False,-4,double
5,3,False,True,False,-3,double
5,3,False,True,False,-2,double
5,3,False,True,False,-1,double
5,3,False,True,False,0,double
5,3,False,True,False,1,double
5,3,False,True,False,2,double
5,3,False,True,False,3,double
5,3,False,True,False,4,double
5,3,False,True,False,5,double
5,3,False,True,False,6,draw
5,3,False,True,False,7,double
5,3,False,True,False,8,draw
5,3,False,True,False,9,double
5,3,False,True,False,10,draw
5,4,False,False,False,-5,stand
5,4,False,False,False,-2,draw
5,4,False,False,False,0,draw
5,4,False,False,False,2,draw
5,4,False,False,False,3,draw
5,4,False,False,False,7,stand
5,4,False,True,False,-8,draw
5,4,False,True,False,-7,draw
5,4,False,True,False,-6,double
5,4,False,True,False,-5,double
5,4,False,True,False,-4,draw
5,4,False,True,False,-3,double
5,4,False,True,False,-2,double
5,4,False,True,False,-1,double
5,4,False,True,False,0,double
5,4,False,True,False,1,double
5,4,False,True,False,2,double
5,4,False,True,False,3,double
5,4,False,True,False,4,double
5,4,False,True,False,5,double
5,4,False,True,False,6,double
5,4,False,True,False,7,draw
5,4,False,True,False,8,draw
5,4,False,True,False,9,double
5,4,False,True,False,10,stand
5,4,False,True,False,11,stand
5,5,False,False,False,0,stand
5,5,False,False,False,3,draw
5,5,False,False,False,7,draw
5,5,False,True,False,-9,draw
5,5,False,True,False,-8,draw
5,5,False,True,False,-7,draw
5,5,False,True,False,-6,double
5,5,False,True,False,-5,double
5,5,False,True,False,-4,draw
5,5,False,True,False,-3,double
5,5,False,True,False,-2,double
5,5,False,True,False,-1,double
5,5,False,True,False,0,double
5,5,False,True,False,1,double
5,5,False,True,False,2,double
5,5,False,True,False,3,double
5,5,False,True,False,4,double
5,5,False,True,False,5,double
5,5,False,True,False,6,double
5,5,False,True,False,7,double
5,5,False,True,False,8,double
5,5,False,True,False,9,double
5,5,False,True,False,10,stand
5,5,False,True,False,11,draw
5,5,False,True,False,13,stand
5,6,False,False,False,-1,stand
5,6,False,False,False,0,stand
5,6,False,False,False,1,stand
5,6,False,False,False,3,stand
5,6,False,False,False,4,draw
5,6,False,False,False,6,stand
5,6,False,True,False,-11,double
5,6,False,True,False,-9,double
5,6,False,True,False,-8,draw
5,6,False,True,False,-7,draw
5,6,False,True,False,-6,stand
5,6,False,True,False,-5,double
5,6,False,True,False,-4,double
5,6,False,True,False,-3,double
5,6,False,True,False,-2,double
5,6,False,True,False,-1,double
5,6,False,True,False,0,double
5,6,False,True,False,1,double
5,6,False,True,False,2,double
5,6,False,True,False,3,double
5,6,False,True,False,4,double
5,6,False,True,False,5,double
5,6,False,True,False,6,double
5,6,False,True,False,7,double
5,6,False,True,False,8,double
5,6,False,True,False,9,double
5,6,False,True,False,10,double
5,6,False,True,False,11,stand
5,6,False,True,False,13,double
5,7,False,False,False,2,draw
5,7,False,False,False,3,draw
5,7,False,True,False,-12,double
5,7,False,True,False,-11,double
5,7,False,True,False,-10,double
5,7,False,True,False,-9,double
5,7,False,True,False,-8,draw
5,7,False,True,False,-7,double
5,7,False,True,False,-6,double
5,7,False,True,False,-5,double
5,7,False,True,False,-4,double
5,7,False,True,False,-3,double
5,7,False,True,False,-2,double
5,7,False,True,False,-1,double
5,7,False,True,False,0,double
5,7,False,True,False,1,double
5,7,False,True,False,2,double
5,7,False,True,False,3,double
5,7,False,True,False,4,double
5,7,False,True,False,5,double
5,7,False,True,False,6,double
5,7,False,True,False,7,double
5,7,False,True,False,8,double
5,7,False,True,False,9,double
5,7,False,True,False,10,stand
5,7,False,True,False,11,draw
5,7,False,True,False,13,double
5,8,False,False,False,-1,stand
5,8,False,True,False,-10,stand
5,8,False,True,False,-9,stand
5,8,False,True,False,-8,stand
5,8,False,True,False,-7,double
5,8,False,True,False,-6,draw
5,8,False,True,False,-5,double
5,8,False,True,False,-4,double
5,8,False,True,False,-3,double
5,8,False,True,False,-2,double
5,8,False,True,False,-1,double
5,8,False,True,False,0,double
5,8,False,True,False,1,double
5,8,False,True,False,2,double
5,8,False,True,False,3,double
5,8,False,True,False,4,double
5,8,False,True,False,5,double
5,8,False,True,False,6,double
5,8,False,True,False,7,double
5,8,False,True,False,8,double
5,8,False,True,False,9,draw
5,8,False,True,False,10,draw
5,8,False,True,False,11,stand
5,9,False,False,False,3,stand
5,9,False,True,False,-8,stand
5,9,False,True,False,-7,stand
5,9,False,True,False,-6,draw
5,9,False,True,False,-5,double
5,9,False,True,False,-4,double
5,9,False,True,False,-3,double
5,9,False,True,False,-2,double
5,9,False,True,False,-1,double
5,9,False,True,False,0,double
5,9,False,True,False,1,double
5,9,False,True,False,2,double
5,9,False,True,False,3,double
5,9,False,True,False,4,double
5,9,False,True,False,5,double
5,9,False,True,False,6,double
5,9,False,True,False,7,stand
5,9,False,True,False,8,double
5,9,False,True,False,9,double
5,9,False,True,False,10,stand
5,9,False,True,False,11,draw
5,10,False,False,False,-3,draw
5,10,False,False,False,-1,draw
5,10,False,False,False,0,draw
5,10,False,False,False,1,draw
5,10,False,False,False,3,draw
5,10,False,False,False,4,draw
5,10,False,False,False,5,stand
5,10,False,True,False,-11,draw
5,10,False,True,False,-10,draw
